Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
1997.0,FL,Total Electric Industry,8.08,6.62,5.04,NA,6.8,7.19
1997.0,GA,Total Electric Industry,7.74,7.11,4.13,NA,9.05,6.37
1997.0,HI,Total Electric Industry,14.8,13.26,10.32,NA,13.2,12.49
1997.0,IA,Total Electric Industry,8.21,6.61,3.95,NA,6.09,5.97
1997.0,ID,Total Electric Industry,5.15,4.17,2.6,NA,4.68,3.87
1997.0,IL,Total Electric Industry,10.43,7.93,5.29,NA,6.84,7.71
1997.0,IN,Total Electric Industry,6.94,6.04,3.91,NA,9.44,5.29
1997.0,KS,Total Electric Industry,7.71,6.47,4.51,NA,5.97,6.31
1997.0,KY,Total Electric Industry,5.58,5.29,2.8,NA,4.64,4.03
1997.0,LA,Total Electric Industry,7.39,6.99,4.39,NA,6.48,5.99
1997.0,MA,Total Electric Industry,11.59,10.29,8.78,NA,14.49,10.48
1997.0,MD,Total Electric Industry,8.33,6.86,4.21,NA,8.8,6.98
1997.0,ME,Total Electric Industry,12.75,10.39,6.36,NA,23.23,9.51
1997.0,MI,Total Electric Industry,8.57,7.84,4.97,NA,10.88,7.04
1997.0,MN,Total Electric Industry,7.23,6.23,4.33,NA,7.12,5.61
1997.0,MO,Total Electric Industry,7.09,6.0,4.46,NA,6.77,6.09
1997.0,MS,Total Electric Industry,7.02,6.69,4.12,NA,8.61,5.91
1997.0,MT,Total Electric Industry,6.4,5.8,3.66,NA,6.68,5.2
1997.0,NC,Total Electric Industry,8.03,6.43,4.71,NA,6.78,6.48
1997.0,ND,Total Electric Industry,6.27,6.15,4.38,NA,4.27,5.65
1997.0,NE,Total Electric Industry,6.38,5.46,3.61,NA,6.19,5.3
1997.0,NH,Total Electric Industry,13.67,11.35,9.06,NA,14.06,11.66
1997.0,NJ,Total Electric Industry,12.08,10.35,8.11,NA,18.35,10.54
1997.0,NM,Total Electric Industry,8.92,7.92,4.42,NA,6.17,6.8
1997.0,NV,Total Electric Industry,6.77,6.31,4.48,NA,3.83,5.6
1997.0,NY,Total Electric Industry,14.12,12.13,5.2,NA,9.17,11.13
1997.0,OH,Total Electric Industry,8.63,7.67,4.16,NA,6.12,6.25
1997.0,OK,Total Electric Industry,6.63,5.73,3.63,NA,4.76,5.42
1997.0,OR,Total Electric Industry,5.56,4.97,3.23,NA,6.44,4.61
1997.0,PA,Total Electric Industry,9.9,8.41,5.89,NA,11.71,7.99
1997.0,RI,Total Electric Industry,12.12,10.4,8.52,NA,12.35,10.7
1997.0,SC,Total Electric Industry,7.51,6.33,3.71,NA,6.04,5.5
1997.0,SD,Total Electric Industry,7.08,6.63,4.42,NA,4.72,6.22
1997.0,TN,Total Electric Industry,6.03,5.91,3.81,NA,7.88,5.31
1997.0,TX,Total Electric Industry,7.82,6.74,4.05,NA,6.45,6.17
1997.0,UT,Total Electric Industry,6.89,5.72,3.49,NA,4.34,5.17
1997.0,VA,Total Electric Industry,7.75,5.97,4.0,NA,5.14,6.14
1997.0,VT,Total Electric Industry,11.45,10.33,7.44,NA,9.56,9.89
1997.0,WA,Total Electric Industry,4.95,4.79,2.59,NA,4.06,4.04
1997.0,WI,Total Electric Industry,6.88,5.6,3.72,NA,6.77,5.22
1997.0,WV,Total Electric Industry,6.26,5.54,3.71,NA,8.71,5.02
1997.0,WY,Total Electric Industry,6.22,5.27,3.46,NA,5.84,4.33
1997.0,US,Total Electric Industry,8.43,7.59,4.53,NA,6.91,6.85
1997.0,AK,Full-Service Providers,11.44,9.51,7.48,NA,14.75,10.07
1997.0,AL,Full-Service Providers,6.74,6.34,3.71,NA,6.47,5.33
1997.0,AR,Full-Service Providers,7.8,6.78,4.45,NA,6.61,6.15
1997.0,AZ,Full-Service Providers,8.82,7.83,5.05,NA,4.84,7.38
1997.0,CA,Full-Service Providers,11.5,9.98,6.95,NA,7.5,9.54
1997.0,CO,Full-Service Providers,7.42,5.77,4.28,NA,8.0,5.95
1997.0,CT,Full-Service Providers,12.13,10.28,7.76,NA,14.52,10.52
1997.0,DC,Full-Service Providers,7.87,7.43,4.42,NA,6.54,7.39
1997.0,DE,Full-Service Providers,9.22,7.19,4.82,NA,12.45,7.0
1997.0,FL,Full-Service Providers,8.08,6.62,5.04,NA,6.8,7.19
1997.0,GA,Full-Service Providers,7.74,7.11,4.13,NA,9.05,6.37
1997.0,HI,Full-Service Providers,14.8,13.26,10.32,NA,13.2,12.49
1997.0,IA,Full-Service Providers,8.21,6.61,3.95,NA,6.09,5.97
1997.0,ID,Full-Service Providers,5.15,4.17,2.6,NA,4.68,3.87
1997.0,IL,Full-Service Providers,10.43,7.93,5.29,NA,6.84,7.71
1997.0,IN,Full-Service Providers,6.94,6.04,3.91,NA,9.44,5.29
1997.0,KS,Full-Service Providers,7.71,6.47,4.51,NA,5.97,6.31
1997.0,KY,Full-Service Providers,5.58,5.29,2.8,NA,4.64,4.03
1997.0,LA,Full-Service Providers,7.39,6.99,4.39,NA,6.48,5.99
1997.0,MA,Full-Service Providers,11.59,10.29,8.78,NA,14.49,10.48
1997.0,MD,Full-Service Providers,8.33,6.86,4.21,NA,8.8,6.98
1997.0,ME,Full-Service Providers,12.75,10.39,6.36,NA,23.23,9.51
1997.0,MI,Full-Service Providers,8.57,7.84,4.97,NA,10.88,7.04
1997.0,MN,Full-Service Providers,7.23,6.23,4.33,NA,7.12,5.61
1997.0,MO,Full-Service Providers,7.09,6.0,4.46,NA,6.77,6.09
1997.0,MS,Full-Service Providers,7.02,6.69,4.12,NA,8.61,5.91
1997.0,MT,Full-Service Providers,6.4,5.8,3.66,NA,6.68,5.2
1997.0,NC,Full-Service Providers,8.03,6.43,4.71,NA,6.78,6.48
1997.0,ND,Full-Service Providers,6.27,6.15,4.38,NA,4.27,5.65
1997.0,NE,Full-Service Providers,6.38,5.46,3.61,NA,6.19,5.3
1997.0,NH,Full-Service Providers,13.67,11.35,9.06,NA,14.06,11.66
1997.0,NJ,Full-Service Providers,12.08,10.35,8.11,NA,18.35,10.54
1997.0,NM,Full-Service Providers,8.92,7.92,4.42,NA,6.17,6.8
1997.0,NV,Full-Service Providers,6.77,6.31,4.48,NA,3.83,5.6
1997.0,NY,Full-Service Providers,14.12,12.13,5.2,NA,9.17,11.13
1997.0,OH,Full-Service Providers,8.63,7.67,4.16,NA,6.12,6.25
1997.0,OK,Full-Service Providers,6.63,5.73,3.63,NA,4.76,5.42
1997.0,OR,Full-Service Providers,5.56,4.97,3.23,NA,6.44,4.61
1997.0,PA,Full-Service Providers,9.9,8.41,5.89,NA,11.71,7.99
1997.0,RI,Full-Service Providers,12.12,10.4,8.52,NA,12.35,10.7
1997.0,SC,Full-Service Providers,7.51,6.33,3.71,NA,6.04,5.5
1997.0,SD,Full-Service Providers,7.08,6.63,4.42,NA,4.72,6.22
1997.0,TN,Full-Service Providers,6.03,5.91,3.81,NA,7.88,5.31
1997.0,TX,Full-Service Providers,7.82,6.74,4.05,NA,6.45,6.17
1997.0,UT,Full-Service Providers,6.89,5.72,3.49,NA,4.34,5.17
1997.0,VA,Full-Service Providers,7.75,5.97,4.0,NA,5.14,6.14
1997.0,VT,Full-Service Providers,11.45,10.33,7.44,NA,9.56,9.89
1997.0,WA,Full-Service Providers,4.95,4.79,2.59,NA,4.06,4.04
1997.0,WI,Full-Service Providers,6.88,5.6,3.72,NA,6.77,5.22
1997.0,WV,Full-Service Providers,6.26,5.54,3.71,NA,8.71,5.02
1997.0,WY,Full-Service Providers,6.22,5.27,3.46,NA,5.84,4.33
1997.0,US,Full-Service Providers,8.43,7.59,4.53,NA,6.91,6.85
1997.0,CA,Restructured Retail Service Providers,0.0,7.59,0.0,NA,0.0,7.59
1997.0,ID,Restructured Retail Service Providers,0.0,0.0,4.53,NA,0.0,4.53
1997.0,IL,Restructured Retail Service Providers,8.43,7.59,4.53,NA,0.0,4.82
1997.0,MA,Restructured Retail Service Providers,8.43,0.0,4.53,NA,0.0,4.6
1997.0,MO,Restructured Retail Service Providers,0.0,7.59,0.0,NA,0.0,7.59
1997.0,NH,Restructured Retail Service Providers,8.43,7.59,4.53,NA,0.0,6.61
1997.0,NY,Restructured Retail Service Providers,8.43,7.59,4.53,NA,0.0,6.59
1997.0,OR,Restructured Retail Service Providers,0.0,7.59,4.53,NA,0.0,4.53
1997.0,PA,Restructured Retail Service Providers,8.43,7.59,4.53,NA,0.0,6.27
1997.0,RI,Restructured Retail Service Providers,0.0,7.59,4.53,NA,0.0,7.24
1997.0,WA,Restructured Retail Service Providers,0.0,7.59,4.53,NA,0.0,4.55
1997.0,US,Restructured Retail Service Providers,8.43,7.59,4.53,NA,0.0,4.71
1997.0,CA,Energy-Only Providers,0.0,7.59,0.0,NA,0.0,7.59
1997.0,ID,Energy-Only Providers,0.0,0.0,4.53,NA,0.0,4.53
1997.0,IL,Energy-Only Providers,8.43,7.59,4.53,NA,0.0,4.82
1997.0,MA,Energy-Only Providers,8.43,0.0,4.53,NA,0.0,4.6
1997.0,MO,Energy-Only Providers,0.0,7.59,0.0,NA,0.0,7.59
1997.0,NH,Energy-Only Providers,8.43,7.59,4.53,NA,0.0,6.61
1997.0,NY,Energy-Only Providers,8.43,7.59,4.53,NA,0.0,6.59
1997.0,OR,Energy-Only Providers,0.0,7.59,4.53,NA,0.0,4.53
1997.0,PA,Energy-Only Providers,8.43,7.59,4.53,NA,0.0,6.27
1997.0,RI,Energy-Only Providers,0.0,7.59,4.53,NA,0.0,7.24
1997.0,WA,Energy-Only Providers,0.0,7.59,4.53,NA,0.0,4.55
1997.0,US,Energy-Only Providers,8.43,7.59,4.53,NA,0.0,4.71
1996.0,AK,Total Electric Industry,11.36,9.58,8.47,NA,13.34,10.24
1996.0,AL,Total Electric Industry,6.63,6.49,3.9,NA,6.82,5.35
1996.0,AR,Total Electric Industry,7.77,6.74,4.47,NA,6.58,6.15
1996.0,AZ,Total Electric Industry,8.95,7.97,5.19,NA,5.39,7.54
1996.0,CA,Total Electric Industry,11.33,9.83,6.97,NA,6.45,9.48
1996.0,CO,Total Electric Industry,7.49,5.93,4.35,NA,7.69,6.05
1996.0,CT,Total Electric Industry,12.05,10.29,7.86,NA,14.35,10.51
1996.0,DC,Total Electric Industry,7.77,7.4,4.36,NA,6.41,7.35
1996.0,DE,Total Electric Industry,8.97,7.0,4.68,NA,12.04,6.88
1996.0,FL,Total Electric Industry,7.99,6.63,5.11,NA,6.8,7.18
1996.0,GA,Total Electric Industry,7.66,7.17,4.29,NA,8.96,6.43
1996.0,HI,Total Electric Industry,14.26,12.99,10.03,NA,12.91,12.12
1996.0,IA,Total Electric Industry,8.16,6.53,3.91,NA,5.98,5.94
1996.0,ID,Total Electric Industry,5.28,4.26,2.68,NA,4.79,3.96
1996.0,IL,Total Electric Industry,10.34,7.97,5.24,NA,6.84,7.69
1996.0,IN,Total Electric Industry,6.77,5.94,3.93,NA,9.19,5.23
1996.0,KS,Total Electric Industry,7.86,6.67,4.7,NA,9.1,6.52
1996.0,KY,Total Electric Industry,5.55,5.19,2.92,NA,4.66,4.03
1996.0,LA,Total Electric Industry,7.55,7.12,4.32,NA,7.78,6.07
1996.0,MA,Total Electric Industry,11.25,9.94,8.43,NA,14.53,10.13
1996.0,MD,Total Electric Industry,8.26,6.83,4.15,NA,8.64,6.96
1996.0,ME,Total Electric Industry,12.58,10.35,6.26,NA,23.03,9.46
1996.0,MI,Total Electric Industry,8.47,7.94,5.08,NA,10.84,7.1
1996.0,MN,Total Electric Industry,7.13,6.14,4.26,NA,7.26,5.54
1996.0,MO,Total Electric Industry,7.08,6.04,4.44,NA,7.03,6.11
1996.0,MS,Total Electric Industry,7.04,7.09,4.41,NA,8.68,6.01
1996.0,MT,Total Electric Industry,6.22,5.51,3.3,NA,6.42,4.72
1996.0,NC,Total Electric Industry,8.05,6.39,4.79,NA,7.02,6.53
1996.0,ND,Total Electric Industry,6.19,6.07,4.44,NA,4.14,5.65
1996.0,NE,Total Electric Industry,6.29,5.49,3.68,NA,6.49,5.32
1996.0,NH,Total Electric Industry,13.44,11.32,9.16,NA,13.34,11.59
1996.0,NJ,Total Electric Industry,11.99,10.32,8.15,NA,18.29,10.5
1996.0,NM,Total Electric Industry,8.93,7.93,4.35,NA,5.93,6.76
1996.0,NV,Total Electric Industry,6.9,6.61,4.9,NA,4.56,5.95
1996.0,NY,Total Electric Industry,14.04,12.08,5.62,NA,9.13,11.13
1996.0,OH,Total Electric Industry,8.6,7.71,4.21,NA,6.28,6.3
1996.0,OK,Total Electric Industry,6.71,5.8,3.78,NA,5.08,5.56
1996.0,OR,Total Electric Industry,5.69,5.15,3.41,NA,5.74,4.77
1996.0,PA,Total Electric Industry,9.73,8.34,5.93,NA,11.29,7.96
1996.0,RI,Total Electric Industry,11.81,10.14,8.51,NA,11.82,10.48
1996.0,SC,Total Electric Industry,7.5,6.38,3.89,NA,6.03,5.67
1996.0,SD,Total Electric Industry,7.0,6.57,4.45,NA,4.59,6.18
1996.0,TN,Total Electric Industry,5.88,6.64,4.52,NA,7.96,5.24
1996.0,TX,Total Electric Industry,7.77,6.71,4.03,NA,6.44,6.16
1996.0,UT,Total Electric Industry,6.96,5.9,3.7,NA,4.45,5.28
1996.0,VA,Total Electric Industry,7.6,5.91,3.99,NA,5.26,6.09
1996.0,VT,Total Electric Industry,10.99,10.14,7.58,NA,12.96,9.74
1996.0,WA,Total Electric Industry,5.03,4.88,2.85,NA,3.84,4.19
1996.0,WI,Total Electric Industry,6.88,5.68,3.66,NA,6.79,5.25
1996.0,WV,Total Electric Industry,6.38,5.71,3.91,NA,9.27,5.21
1996.0,WY,Total Electric Industry,6.13,5.08,3.45,NA,7.22,4.31
1996.0,US,Total Electric Industry,8.36,7.64,4.6,NA,6.91,6.86
1996.0,AK,Full-Service Providers,11.36,9.58,8.47,NA,13.34,10.24
1996.0,AL,Full-Service Providers,6.63,6.49,3.9,NA,6.82,5.35
1996.0,AR,Full-Service Providers,7.77,6.74,4.47,NA,6.58,6.15
1996.0,AZ,Full-Service Providers,8.95,7.97,5.19,NA,5.39,7.54
1996.0,CA,Full-Service Providers,11.33,9.83,6.97,NA,6.45,9.48
1996.0,CO,Full-Service Providers,7.49,5.93,4.35,NA,7.69,6.05
1996.0,CT,Full-Service Providers,12.05,10.29,7.86,NA,14.35,10.51
1996.0,DC,Full-Service Providers,7.77,7.4,4.36,NA,6.41,7.35
1996.0,DE,Full-Service Providers,8.97,7.0,4.68,NA,12.04,6.88
1996.0,FL,Full-Service Providers,7.99,6.63,5.11,NA,6.8,7.18
1996.0,GA,Full-Service Providers,7.66,7.17,4.29,NA,8.96,6.43
1996.0,HI,Full-Service Providers,14.26,12.99,10.03,NA,12.91,12.12
1996.0,IA,Full-Service Providers,8.16,6.53,3.91,NA,5.98,5.94
1996.0,ID,Full-Service Providers,5.28,4.26,2.68,NA,4.79,3.96
1996.0,IL,Full-Service Providers,10.34,7.97,5.24,NA,6.84,7.69
1996.0,IN,Full-Service Providers,6.77,5.94,3.93,NA,9.19,5.23
1996.0,KS,Full-Service Providers,7.86,6.67,4.7,NA,9.1,6.52
1996.0,KY,Full-Service Providers,5.55,5.19,2.92,NA,4.66,4.03
1996.0,LA,Full-Service Providers,7.55,7.12,4.32,NA,7.78,6.07
1996.0,MA,Full-Service Providers,11.25,9.94,8.43,NA,14.53,10.13
1996.0,MD,Full-Service Providers,8.26,6.83,4.15,NA,8.64,6.96
1996.0,ME,Full-Service Providers,12.58,10.35,6.26,NA,23.03,9.46
1996.0,MI,Full-Service Providers,8.47,7.94,5.08,NA,10.84,7.1
1996.0,MN,Full-Service Providers,7.13,6.14,4.26,NA,7.26,5.54
1996.0,MO,Full-Service Providers,7.08,6.04,4.44,NA,7.03,6.11
1996.0,MS,Full-Service Providers,7.04,7.09,4.41,NA,8.68,6.01
1996.0,MT,Full-Service Providers,6.22,5.51,3.3,NA,6.42,4.72
1996.0,NC,Full-Service Providers,8.05,6.39,4.79,NA,7.02,6.53
1996.0,ND,Full-Service Providers,6.19,6.07,4.44,NA,4.14,5.65
1996.0,NE,Full-Service Providers,6.29,5.49,3.68,NA,6.49,5.32
1996.0,NH,Full-Service Providers,13.44,11.32,9.16,NA,13.34,11.59
1996.0,NJ,Full-Service Providers,11.99,10.32,8.15,NA,18.29,10.5
1996.0,NM,Full-Service Providers,8.93,7.93,4.35,NA,5.93,6.76
1996.0,NV,Full-Service Providers,6.9,6.61,4.9,NA,4.56,5.95
1996.0,NY,Full-Service Providers,14.04,12.08,5.62,NA,9.13,11.13
1996.0,OH,Full-Service Providers,8.6,7.71,4.21,NA,6.28,6.3
1996.0,OK,Full-Service Providers,6.71,5.8,3.78,NA,5.08,5.56
1996.0,OR,Full-Service Providers,5.69,5.15,3.41,NA,5.74,4.77
1996.0,PA,Full-Service Providers,9.73,8.34,5.93,NA,11.29,7.96
1996.0,RI,Full-Service Providers,11.81,10.14,8.51,NA,11.82,10.48
1996.0,SC,Full-Service Providers,7.5,6.38,3.89,NA,6.03,5.67
1996.0,SD,Full-Service Providers,7.0,6.57,4.45,NA,4.59,6.18
1996.0,TN,Full-Service Providers,5.88,6.64,4.52,NA,7.96,5.24
1996.0,TX,Full-Service Providers,7.77,6.71,4.03,NA,6.44,6.16
1996.0,UT,Full-Service Providers,6.96,5.9,3.7,NA,4.45,5.28
1996.0,VA,Full-Service Providers,7.6,5.91,3.99,NA,5.26,6.09
1996.0,VT,Full-Service Providers,10.99,10.14,7.58,NA,12.96,9.74
1996.0,WA,Full-Service Providers,5.03,4.88,2.85,NA,3.84,4.19
1996.0,WI,Full-Service Providers,6.88,5.68,3.66,NA,6.79,5.25
1996.0,WV,Full-Service Providers,6.38,5.71,3.91,NA,9.27,5.21
1996.0,WY,Full-Service Providers,6.13,5.08,3.45,NA,7.22,4.31
1996.0,US,Full-Service Providers,8.36,7.64,4.6,NA,6.91,6.86
1996.0,US,Restructured Retail Service Providers,9.43,9.75,4.61,NA,0.0,4.64
1996.0,US,Energy-Only Providers,9.43,9.75,4.61,NA,0.0,4.64
1995.0,AK,Total Electric Industry,11.24,9.54,8.38,NA,13.26,10.17
1995.0,AL,Total Electric Industry,6.71,6.73,4.05,NA,7.35,5.47
1995.0,AR,Total Electric Industry,7.98,6.83,4.51,NA,6.65,6.27
1995.0,AZ,Total Electric Industry,9.09,8.06,5.26,NA,5.15,7.62
1995.0,CA,Total Electric Industry,11.61,10.49,7.37,NA,6.73,9.91
1995.0,CO,Total Electric Industry,7.42,6.07,4.52,NA,7.87,6.12
1995.0,CT,Total Electric Industry,11.95,10.33,7.94,NA,14.38,10.5
1995.0,DC,Total Electric Industry,7.62,7.15,4.36,NA,6.33,7.12
1995.0,DE,Total Electric Industry,9.09,7.08,4.72,NA,11.95,6.91
1995.0,FL,Total Electric Industry,7.82,6.39,5.16,NA,6.69,7.01
1995.0,GA,Total Electric Industry,7.85,7.32,4.52,NA,8.6,6.62
1995.0,HI,Total Electric Industry,13.32,12.16,9.27,NA,12.11,11.29
1995.0,IA,Total Electric Industry,8.24,6.44,3.94,NA,6.13,6.03
1995.0,ID,Total Electric Industry,5.33,4.48,2.81,NA,5.13,4.09
1995.0,IL,Total Electric Industry,10.37,7.88,5.27,NA,6.8,7.69
1995.0,IN,Total Electric Industry,6.74,5.92,3.94,NA,9.12,5.24
1995.0,KS,Total Electric Industry,7.92,6.68,4.82,NA,9.21,6.56
1995.0,KY,Total Electric Industry,5.62,5.25,2.93,NA,4.68,4.07
1995.0,LA,Total Electric Industry,7.23,6.77,3.97,NA,6.97,5.75
1995.0,MA,Total Electric Industry,11.26,9.93,8.41,NA,14.31,10.12
1995.0,MD,Total Electric Industry,8.43,6.91,4.23,NA,8.79,7.06
1995.0,ME,Total Electric Industry,12.51,10.28,6.65,NA,15.67,9.49
1995.0,MI,Total Electric Industry,8.34,7.86,5.13,NA,10.71,7.05
1995.0,MN,Total Electric Industry,7.17,6.19,4.3,NA,7.21,5.58
1995.0,MO,Total Electric Industry,7.25,6.18,4.53,NA,7.05,6.25
1995.0,MS,Total Electric Industry,6.99,7.01,4.44,NA,8.56,5.98
1995.0,MT,Total Electric Industry,6.09,5.31,3.44,NA,6.21,4.65
1995.0,NC,Total Electric Industry,8.12,6.47,4.85,NA,7.21,6.58
1995.0,ND,Total Electric Industry,6.23,6.2,4.5,NA,4.21,5.71
1995.0,NE,Total Electric Industry,6.37,5.56,3.84,NA,5.86,5.4
1995.0,NH,Total Electric Industry,13.5,11.38,9.56,NA,12.32,11.72
1995.0,NJ,Total Electric Industry,11.98,10.23,8.15,NA,18.07,10.44
1995.0,NM,Total Electric Industry,8.93,7.91,4.4,NA,5.95,6.77
1995.0,NV,Total Electric Industry,7.11,6.75,5.05,NA,5.0,6.1
1995.0,NY,Total Electric Industry,13.9,11.92,5.79,NA,9.07,11.06
1995.0,OH,Total Electric Industry,8.6,7.68,4.17,NA,6.26,6.24
1995.0,OK,Total Electric Industry,6.82,5.78,3.75,NA,4.93,5.57
1995.0,OR,Total Electric Industry,5.49,5.06,3.47,NA,5.49,4.67
1995.0,PA,Total Electric Industry,9.72,8.33,5.92,NA,11.29,7.93
1995.0,RI,Total Electric Industry,11.47,10.08,8.87,NA,11.44,10.38
1995.0,SC,Total Electric Industry,7.53,6.35,4.0,NA,5.87,5.69
1995.0,SD,Total Electric Industry,7.08,6.55,4.43,NA,4.58,6.2
1995.0,TN,Total Electric Industry,5.91,6.65,4.5,NA,7.56,5.21
1995.0,TX,Total Electric Industry,7.71,6.64,3.98,NA,6.44,6.1
1995.0,UT,Total Electric Industry,6.94,5.92,3.72,NA,4.46,5.3
1995.0,VA,Total Electric Industry,7.84,6.07,4.16,NA,5.21,6.26
1995.0,VT,Total Electric Industry,10.52,9.8,7.56,NA,14.03,9.46
1995.0,WA,Total Electric Industry,4.97,4.82,2.96,NA,3.75,4.1
1995.0,WI,Total Electric Industry,6.97,5.78,3.78,NA,6.85,5.36
1995.0,WV,Total Electric Industry,6.5,5.86,4.03,NA,9.36,5.34
1995.0,WY,Total Electric Industry,6.09,5.11,3.5,NA,7.16,4.32
1995.0,US,Total Electric Industry,8.4,7.69,4.66,NA,6.88,6.89
1995.0,AK,Full-Service Providers,11.24,9.54,8.38,NA,13.26,10.17
1995.0,AL,Full-Service Providers,6.71,6.73,4.05,NA,7.35,5.47
1995.0,AR,Full-Service Providers,7.98,6.83,4.51,NA,6.65,6.27
1995.0,AZ,Full-Service Providers,9.09,8.06,5.26,NA,5.15,7.62
1995.0,CA,Full-Service Providers,11.61,10.49,7.37,NA,6.73,9.91
1995.0,CO,Full-Service Providers,7.42,6.07,4.52,NA,7.87,6.12
1995.0,CT,Full-Service Providers,11.95,10.33,7.94,NA,14.38,10.5
1995.0,DC,Full-Service Providers,7.62,7.15,4.36,NA,6.33,7.12
1995.0,DE,Full-Service Providers,9.09,7.08,4.72,NA,11.95,6.91
1995.0,FL,Full-Service Providers,7.82,6.39,5.16,NA,6.69,7.01
1995.0,GA,Full-Service Providers,7.85,7.32,4.52,NA,8.6,6.62
1995.0,HI,Full-Service Providers,13.32,12.16,9.27,NA,12.11,11.29
1995.0,IA,Full-Service Providers,8.24,6.44,3.94,NA,6.13,6.03
1995.0,ID,Full-Service Providers,5.33,4.48,2.81,NA,5.13,4.09
1995.0,IL,Full-Service Providers,10.37,7.88,5.27,NA,6.8,7.69
1995.0,IN,Full-Service Providers,6.74,5.92,3.94,NA,9.12,5.24
1995.0,KS,Full-Service Providers,7.92,6.68,4.82,NA,9.21,6.56
1995.0,KY,Full-Service Providers,5.62,5.25,2.93,NA,4.68,4.07
1995.0,LA,Full-Service Providers,7.23,6.77,3.97,NA,6.97,5.75
1995.0,MA,Full-Service Providers,11.26,9.93,8.41,NA,14.31,10.12
1995.0,MD,Full-Service Providers,8.43,6.91,4.23,NA,8.79,7.06
1995.0,ME,Full-Service Providers,12.51,10.28,6.65,NA,15.67,9.49
1995.0,MI,Full-Service Providers,8.34,7.86,5.13,NA,10.71,7.05
1995.0,MN,Full-Service Providers,7.17,6.19,4.3,NA,7.21,5.58
1995.0,MO,Full-Service Providers,7.25,6.18,4.53,NA,7.05,6.25
1995.0,MS,Full-Service Providers,6.99,7.01,4.44,NA,8.56,5.98
1995.0,MT,Full-Service Providers,6.09,5.31,3.44,NA,6.21,4.65
1995.0,NC,Full-Service Providers,8.12,6.47,4.85,NA,7.21,6.58
1995.0,ND,Full-Service Providers,6.23,6.2,4.5,NA,4.21,5.71
1995.0,NE,Full-Service Providers,6.37,5.56,3.84,NA,5.86,5.4
1995.0,NH,Full-Service Providers,13.5,11.38,9.56,NA,12.32,11.72
1995.0,NJ,Full-Service Providers,11.98,10.23,8.15,NA,18.07,10.44
1995.0,NM,Full-Service Providers,8.93,7.91,4.4,NA,5.95,6.77
1995.0,NV,Full-Service Providers,7.11,6.75,5.05,NA,5.0,6.1
1995.0,NY,Full-Service Providers,13.9,11.92,5.79,NA,9.07,11.06
1995.0,OH,Full-Service Providers,8.6,7.68,4.17,NA,6.26,6.24
1995.0,OK,Full-Service Providers,6.82,5.78,3.75,NA,4.93,5.57
1995.0,OR,Full-Service Providers,5.49,5.06,3.47,NA,5.49,4.67
1995.0,PA,Full-Service Providers,9.72,8.33,5.92,NA,11.29,7.93
1995.0,RI,Full-Service Providers,11.47,10.08,8.87,NA,11.44,10.38
1995.0,SC,Full-Service Providers,7.53,6.35,4.0,NA,5.87,5.69
1995.0,SD,Full-Service Providers,7.08,6.55,4.43,NA,4.58,6.2
1995.0,TN,Full-Service Providers,5.91,6.65,4.5,NA,7.56,5.21
1995.0,TX,Full-Service Providers,7.71,6.64,3.98,NA,6.44,6.1
1995.0,UT,Full-Service Providers,6.94,5.92,3.72,NA,4.46,5.3
1995.0,VA,Full-Service Providers,7.84,6.07,4.16,NA,5.21,6.26
1995.0,VT,Full-Service Providers,10.52,9.8,7.56,NA,14.03,9.46
1995.0,WA,Full-Service Providers,4.97,4.82,2.96,NA,3.75,4.1
1995.0,WI,Full-Service Providers,6.97,5.78,3.78,NA,6.85,5.36
1995.0,WV,Full-Service Providers,6.5,5.86,4.03,NA,9.36,5.34
1995.0,WY,Full-Service Providers,6.09,5.11,3.5,NA,7.16,4.32
1995.0,US,Full-Service Providers,8.4,7.69,4.66,NA,6.88,6.89
1994.0,AK,Total Electric Industry,11.32,9.66,8.37,NA,12.57,10.25
1994.0,AL,Total Electric Industry,6.69,6.76,4.12,NA,6.28,5.48
1994.0,AR,Total Electric Industry,8.07,6.88,4.6,NA,6.46,6.35
1994.0,AZ,Total Electric Industry,9.3,8.32,5.63,NA,5.47,7.93
1994.0,CA,Total Electric Industry,11.43,10.9,7.09,NA,5.0,9.78
1994.0,CO,Total Electric Industry,7.36,6.0,4.58,NA,7.43,6.07
1994.0,CT,Total Electric Industry,11.47,9.99,7.9,NA,14.0,10.18
1994.0,DC,Total Electric Industry,7.47,7.15,4.63,NA,6.72,7.12
1994.0,DE,Total Electric Industry,8.91,7.0,4.62,NA,11.17,6.78
1994.0,FL,Total Electric Industry,7.78,6.35,5.13,NA,6.72,6.96
1994.0,GA,Total Electric Industry,7.72,7.33,4.57,NA,8.71,6.57
1994.0,HI,Total Electric Industry,12.45,11.67,8.82,NA,11.21,10.68
1994.0,IA,Total Electric Industry,8.09,6.32,3.88,NA,5.96,5.92
1994.0,ID,Total Electric Industry,5.09,4.37,2.82,NA,4.64,4.0
1994.0,IL,Total Electric Industry,9.98,7.68,5.18,NA,6.47,7.41
1994.0,IN,Total Electric Industry,6.78,5.91,3.97,NA,9.02,5.25
1994.0,KS,Total Electric Industry,7.89,6.66,4.93,NA,10.94,6.61
1994.0,KY,Total Electric Industry,5.77,5.29,3.24,NA,4.67,4.26
